title,affiliation_name,affiliation_country,publication_year,keywords
Outcomes of unplanned sarcoma excision  impact of residual disease,,,2016,
A new non glucosidic iridoid from the roots of strychnos nux blanda,,,2016,
Risk factors of income inadequacy among thai elderly  A national cross sectional study for 2007 and 2011,,,2016,
"Acceptability, tolerability, and satisfaction of a contraceptive vaginal ring (the NuvaRing) among Thai women",,,2016,
Optimization of a low dose 320 slice multi detector computed tomography chest protocol using a phantom,,,2016,
Estimating uncompensated medical care cost as a result of adverse events in a university hospital in Thailand,,,2016,
"Comparison of intravenous tramadol and ketamine for prevention of catheter related bladder discomfort after laparoscopic surgery  A randomized, placebo controlled, double blind study",,,2016,
"Two new records of the resupinate polypore fungi, Ceriporia cystidiata and Macrohyporia dictyopora, in Thailand",,,2016,
"Beach forest changes (2003 2013) in the tsunami Affected area of Phang Nga, Thailand from multi Temporal satellite data",,,2016,
Expression and influence of Notch signalling in oral squamous cell carcinoma,,,2016,
Dogs that develop rabies post vaccination usually manifest the paralytic subtype,,,2016,
Improved pH sensing of curcumin loaded polyelectrolyte multilayers thin films,,,2016,
Green biodiesel production from waste cooking oil using an environmentally benign acid catalyst,,,2016,
Kritsana son nong  The politics and practice of manners in modern Thailand (1950s 1970s),,,2016,
"Entomophytophagy ('sequential predatory, then phytophagous behaviour') in an Indian braconid 'parasitoid' wasp (Hymenoptera)  Specialized larval morphology, biology and description of a new species",,,2016,
Search for lepton flavour violating decays of heavy resonances and quantum black holes to an e  pair in proton proton collisions at  s = 8 TeV,,,2016,
Forward backward asymmetry of Drell Yan lepton pairs in pp collisions at  s = 8 TeV,,,2016,
Immunohistochemical localization of estrogen receptor in the embryonic gonad of male quail embryo during gonadal differentiationLocalizaci n inmunohistoqu mica del receptor de estr geno en la g nada embrionaria en el embri n de codorniz macho durante la diferenciaci n gonadal,,,2016,
Search for the associated production of a Higgs boson with a single top quark in proton proton collisions at  s= 8 TeV,,,2016,
Epigenetic modification of long interspersed elements 1 in cumulus cells of mature and immature oocytes from patients with polycystic ovary syndrome,,,2016,
The impact of macro and micronutrients on predicting outcomes of critically ill patients requiring continuous renal replacement therapy,,,2016,
Dielectric and mechanical properties of poly(butylene succinate) thin film composites incorporated with barium strontium titanate powder,,,2016,
Pharmaceutical equivalence of distributed generic antiretroviral (ARV) in Asian settings  The cross sectional surveillance study   PEDA study,,,2016,
The significance of naturally occurring neuraminidase quasispecies of H5N1 avian influenza virus on resistance to oseltamivir  A point of concern,,,2016,
Association between respiratory events and nocturnal gastroesophageal reflux events in patients with coexisting obstructive sleep apnea and gastroesophageal reflux disease,,,2016,
"A New Genus of Rhysipoline Wasp (Hymenoptera  Braconidae) with Modified Wing Venation from Africa and Papua New Guinea, Parasitoid on Choreutidae (Lepidoptera)",,,2016,
Oyster is an effective transmission vehicle for Cryptosporidium infection in human,,,2016,
Ammonia half saturation constants of sludge with different community compositions of ammonia oxidizing bacteria,,,2016,
Insights into the pyrimidine biosynthetic pathway of human malaria parasite Plasmodium falciparum as chemotherapeutic target,,,2016,
Thailand consensus on Helicobacter pylori treatment 2015,,,2016,
Combination of nimbolide and TNF   increases human colon adenocarcinoma cell death through JNK mediated DR5 upregulation,,,2016,
Significant differences in struvite and cystine stone frequencyseen among Chinese nephrolithiasis patients living in North America compared to those living in China,,,2016,
Input modeling prioritization using statistically user profile for pairwise test case generation with constraints handling,,,2017,
SHP 1 promoter 2 methylation in cerebrospinal fluid for diagnosis of leptomeningeal epithelial derived malignancy (carcinomatous meningitis),,,2016,
"Rapid detection of aflatoxigenic Aspergillus sp  in herbal specimens by a simple, bendable, paper based lab on a chip",,,2016,
Metformin use and survival of patients with pancreatic cancer  A cautionary lesson,,,2016,
Identification and characterization of Candida utilis multidrug efflux transporter CuCdr1p,,,2016,
Estimation of nitrogen dioxide concentrations in Inner Bangkok using Land Use Regression modeling and GIS,,,2016,
Serum leptin as a nutritional biomarker in children with cerebral palsy,,,2016,
Influence of chlorine substitution on adsorption of gaseous chlorinated phenolics on multi walled carbon nanotubes embedded in SiO2,,,2016,
Inhibitory and inductive effects of Phikud Navakot extract on human cytochrome P450,,,2016,
Population pharmacokinetics of tacrolimus in Thai kidney transplant patients  Comparison with similar data from other populations,,,2016,
How taxes and real wage inflexibility interact to make trade deficits addictive  The tertiary and quaternary burdens of a transfer,,,2016,
Stone tool transport by wild Burmese long tailed macaques (Macaca fascicularis aurea),,,2016,
Review of clinical studies of perampanel in adolescent patients,,,2016,
Allergic contact dermatitis Patient diagnosis and evaluation,,,2016,
Allergic contact dermatitis Patient management and education,,,2016,
Serum hepatitis B core related antigen as a treatment predictor of pegylated interferon in patients with HBeAg positive chronic hepatitis B,,,2016,
Nevirapine induces apoptosis in liver (HepG2) cells,,,2016,
Child readers' eye movements in reading Thai,,,2016,
Rapid method for DNA isolation from a tough cell wall green alga Tetraspora sp  CU2551,,,2016,
Effects of color and lighting on retail impression and identity,,,2016,
New depsidones and xanthone from the roots of Garcinia schomburgkiana,,,2016,
Nasal appearance after secondary cleft rhinoplasty  comparison of professional rating with patient satisfaction,,,2016,
Fast microwave syntheses of fly ash based porous geopolymers in the presence of high alkali concentration,,,2016,
"Tolerogenic responses of CD206 , CD83 , FOXp3 , and CTLA 4 to sericin polyvinyl alcohol glycerin scaffolds relevant to IL 33 and HSP60 activity",,,2016,
Dynamic modulation of corticospinal excitability and short latency afferent inhibition during onset and maintenance phase of selective finger movement,,,2016,
Apoptotic Cell Localization in Preantral and Antral Follicles in Relation to Non cyclic and Cyclic Gilts,,,2016,
T stress solution of penny shaped cracks in transversely isotropic elastic media,,,2016,
GPU accelerated grid free surface tracking,,,2016,
"Effects of protein reduction and substitution of cassava for corn in broiler diets on growth performance, ileal protein digestibility and nitrogen excretion in feces",,,2016,
Inhibition of Histone Deacetylases Enhances the Osteogenic Differentiation of Human Periodontal Ligament Cells,,,2016,
Effects of Buddhist walking meditation on glycemic control and vascular function in patients with type 2 diabetes,,,2016,
Simple and fast colorimetric detection of inorganic arsenic selectively adsorbed onto ferrihydrite coated silica gel using silver nanoplates,,,2016,
Salt responsive mechanisms in chromosome segment substitution lines of rice (Oryza sativa L  cv  KDML105),,,2016,
Characterization and antioxidant functions of mycosporine like amino acids in the cyanobacterium Nostoc sp  R76DM,,,2016,
"Hypothesis concerning embodied calendars  A case study of number form, color spreading, and taste color synaesthesia",,,2016,
In silico structural prediction of human steroid 5  reductase type II,,,2016,
Guest editorial for the special section with the extensions to the best papers from APSEC'13 and APSEC'14,,,2016,
"Corrigendum to ""A comparison of eugenol and menthol on encapsulation characteristics with water soluble quaternized   cyclodextrin grafted chitosan"" [Int  J  Biol  Macromol  84 (2016) 472 480]",,,2016,
Neurotherapeutic Effects of Pueraria mirifica Extract in Early  and Late Stage Cognitive Impaired Rats,,,2016,
Effect of flow arrangement on micro membrane reforming for H2 production from methane,,,2016,
"Fouling characterization and control for harvesting microalgae Arthrospira (Spirulina) maxima using a submerged, disc type ultrafiltration membrane",,,2016,
Using TRIZ to enhance passengers' perceptions of an airline's image through service quality and safety,,,2016,
Lineage specific detection of influenza B virus using real time polymerase chain reaction with melting curve analysis,,,2016,
Effects of salt on the LLE and tie line data for furfuryl alcohol   N butanol water at T = 298 15 K,,,2016,
Under the shadow  Forced labour among sea fishers in Thailand,,,2016,
Rabies vaccination at a virus inoculated site as an alternative option to rabies immunoglobulin,,,2016,
Association between ADAM12 polymorphism and knee osteoarthritis in Thai population,,,2016,
"WSV399, a viral tegument protein, interacts with the shrimp protein PmVRP15 to facilitate viral trafficking and assembly",,,2016,
CAYLEY GRAPHS OVER A FINITE CHAIN RING AND GCD GRAPHS,,,2016,
Fluorescence in situ hybridization compared with conventional cytology for the diagnosis of malignant biliary tract strictures in Asian patients,,,2016,
Managerial Talent and Corporate Social Responsibility (CSR)  How Do Talented Managers View Corporate Social Responsibility ,,,2016,
Oxidative stability of salad dressing with Spanish plum leaf extract,,,2016,
"Selective response of DPPV zeolite composites toward acetone, methanol, and n heptane vapors",,,2016,
First report of a tropical Lysobacter enzymogenes producing bifunctional endoglucanase activity towards carboxymethylcellulose and chitosan,,,2016,
Randomized controlled trial of a self efficacy enhancement program for the cardiac rehabilitation of Thai patients with myocardial infarction,,,2016,
A randomized clinical trial of peginterferon alpha 2b with or without entecavir in patients with HBeAg negative chronic hepatitis B  Role of host and viral factors associated with treatment response,,,2016,
Droplet based glucosamine sensor using gold nanoparticles and polyaniline modified electrode,,,2016,
Analysis of Ascorbic Acid and Isoascorbic Acid in Orange and Guava Fruit Juices Distributed in Thailand by LC IT MS MS,,,2016,
A large gape facilitates predation on salps by Heteropsammia corals,,,2016,
DFT investigation on molecular structures of metal and nonmetal doped ZnO sodalite like cage and their electronic properties,,,2016,
"Virulence assay of rhizoid and non rhizoid morphotypes of Flavobacterium columnare in red tilapia, Oreochromis sp , fry",,,2016,
Highly filled graphene benzoxazine composites as bipolar plates in fuel cell applications,,,2016,
"Poly(styrene)  and Poly(styrene co methyl methacrylate) graft hydrogenated natural rubber latex  Aspect on synthesis, properties, and compatibility",,,2016,
Surface treatment with methyl formate methyl acetate increased the shear bond strength between reline resins and denture base resin,,,2016,
"Printout verification using a new image hash algorithm based on Radon, Wavelet, and Fast Fourier transforms",,,2016,
"Global methylation, oxidative stress, and relative telomere length in biliary atresia patients",,,2016,
Conductive film by spray pyrolysis of self reducing copper silver amine complex solution,,,2016,
Synthesis of nano sized polyindole via emulsion polymerization and doping,,,2016,
"Seven new species of the earthworm genus Metaphire Sims   Easton, 1972 from hailand (Clitellata  Megascolecidae)",,,2016,
Search for supersymmetry in pp collisions at s =8 TeV in final states with boosted W bosons and b jets using razor variables,,,2016,
Thailand's Department of Agricultural Extension and Agrochemical Dependency  Perspectives on Contributing Factors and Mitigation Strategies,,,2016,
Suppressing star formation in quiescent galaxies with supermassive black hole winds,,,2016,
"A revision of the thyropygus allevatus group  Part V  Nine new species of the extended opinatus subgroup, based on morphological and DNA sequence data (Diplopoda  Spirostreptida  Harpagophoridae)",,,2016,
Cyanidin 3 rutinoside attenuates methylglyoxal induced protein glycation and DNA damage via carbonyl trapping ability and scavenging reactive oxygen species,,,2016,
Roles of laws relating to posttsunami management in Thailand,,,2016,
Versatile route to prepare reversible thermochromic polydiacetylene nanocomposite using low molecular weight poly(vinylpyrrolidone),,,2016,
Course periodic behavior modelling and its application in LMS activity prediction,,,2016,
Simultaneous forward and reverse ABO blood group typing using a paper based device and barcode like interpretation,,,2016,
Cytokine levels as biomarkers for leptospirosis patients,,,2016,
NecoMAC  Network coding aware MAC protocol for multirate wireless networks,,,2016,
Stability measurement model for service oriented systems,,,2016,
The combination of calcium oxide and Cu ZrO2catalyst and their selective products for CO2hydrogenation,,,2016,
Time of maximum cycloplegia after instillation of cyclopentolate 1  in children with brown irises,,,2016,
Measurement of the top quark mass using charged particles in pp collisions at s =8 TeV,,,2016,
Evolutionary origin of the NCSI gene subfamily encoding norcoclaurine synthase is associated with the biosynthesis of benzylisoquinoline alkaloids in plants,,,2016,
Degree of hydration and mass balance equations for determination of mix proportion of hardened OPC concrete,,,2016,
Properties of pervious concrete aiming for LEED green building rating system credits,,,2016,
Simplified weight function for calculating stress intensity factor in complicated stress distributions,,,2016,
Preliminary study of the association between the elimination parameters of phenytoin and phenobarbital,,,2017,
Ethylene epoxidation in a low temperature parallel plate dielectric barrier discharge system with two frosted glass plates,,,2016,
Electroless NiP TiO2 sol RGO  A smart coating for enhanced corrosion resistance and conductivity of steel,,,2017,
"HIV hepatitis B virus coinfection  Epidemiology, pathogenesis, and treatment",,,2017,
Transformation of Bioderived 1 Decanol to Diesel like Fuel and Biobased Oil via Dehydration and Oligomerization Reactions,,,2017,
Two novel diterpenes from the roots of Phyllanthus acidus (L ) Skeel,,,2017,
Hydrophilic and Cell Penetrable Pyrrolidinyl Peptide Nucleic Acid via Post synthetic Modification with Hydrophilic Side Chains,,,2017,
Massive parallel sequencing as a new diagnostic approach for phenylketonuria and tetrahydrobiopterin deficiency in Thailand,,,2017,
Conformal correlators and blocks with spinors in general dimensions,,,2017,
Constraints on anomalous Higgs boson couplings using production and decay information in the four lepton final state,,,2017,
Search for Low Mass Vector Resonances Decaying to Quark Antiquark Pairs in Proton Proton Collisions at s =13 TeV,,,2017,
A paper based ferrous ion sensor fabricated from an ion exchange polymeric membrane coated on a silver nanocluster impregnated filter paper,,,2017,
"Integrase inhibitor versus protease inhibitor based regimen for HIV 1 infected women (WAVES)  a randomised, controlled, double blind, phase 3 study",,,2016,
Phase transferring of silver nanoparticles to organic solvents using modified graphene oxide as carrier,,,2017,
Structural changes in HDPE produced by in line plasma pretreated reactive extrusion,,,2017,
Deformation characteristics and stress responses of cement treated expansive clay under confined one dimensional swelling,,,2017,
Corrigendum to  Significance of mechanical twinning in hexagonal metals at high pressure  [Acta Mater  60 (2012) 430 442] (S1359645411005416) (10 1016 j actamat 2011 07 055)),,,2017,
Sericin improves heart and liver mitochondrial architecture in hypercholesterolaemic rats and maintains pancreatic and adrenal cell biosynthesis,,,2017,
The expressions in oxytocin and sex steroid receptors in the reproductive tissues of normal and unilateral cryptorchid dogs,,,2017,
Comparison of estrus synchronization by controlled internal drug release device (CIDR) and adhesive transdermal progestin patch in postpartum beef cows,,,2017,
Low temperature synthesis of   Bi2O3 hierarchical nanostructures composed of ultrathin nanosheets for efficient photocatalysis,,,2017,
Search for a heavy composite Majorana neutrino in the final state with two leptons and two quarks at s=13TeV,,,2017,
Urchin like gold microstructures with tunable length of nanothorns,,,2017,
Analytic hierarchy process for stakeholder participation in integrated water resources management,,,2017,
"Heavy metal contamination characteristic of soil in WEEE (waste electrical and electronic equipment) dismantling community  a case study of Bangkok, Thailand",,,2016,
Conversion of cellulose into reducing sugar by solution plasma process (SPP),,,2017,
Layer by layer modification of porous polybenzoxazine with silver nanoparticles for enhanced CO2 storage,,,2017,
"Sandstone provenance and U Pb ages of detrital zircons from Permian Triassic forearc sediments within the Sukhothai Arc, northern Thailand  Record of volcanic arc evolution in response to Paleo Tethys subduction",,,2017,
Analysis of dynamic antral scintigraphy using empirical mode decomposition,,,2017,
Preoperative parathyroid localization using joint planar imaging,,,2017,
Impact of injection time on migration of SPECT seizure onset in temporal lobe epilepsy,,,2017,
Phase diagram of URu2 xFexSi2 in high magnetic fields,,,2017,
Search for high mass Z  resonances in proton proton collisions at s=8 and 13 TeV using jet substructure techniques,,,2017,
Measurements of the charm jet cross section and nuclear modification factor in pPb collisions at sNN=5 02 TeV,,,2017,
Mahanine enhances the glucose lowering mechanisms in skeletal muscle and adipocyte cells,,,2017,
Co composting of various organic substrates from municipal solid waste using an on site prototype vermicomposting reactor,,,2016,
Coherent J   photoproduction in ultra peripheral PbPb collisions at sNN=2 76TeV with the CMS experiment,,,2017,
Search for standard model production of four top quarks in proton proton collisions at s=13 TeV,,,2017,
Cross section measurement of t channel single top quark production in pp collisions at s=13TeV,,,2017,
Search for single production of vector like quarks decaying into a b quark and a W boson in proton proton collisions at s=13TeV,,,2017,
Search for anomalous couplings in boosted WW WZ   qq  production in proton proton collisions at s=8 TeV,,,2017,
Effects of graphene and graphite on properties of highly filled polybenzoxazine bipolar plate for proton exchange membrane fuel cell  A comparative study,,,2017,
Resource depletion through primate stone technology,,,2017,
Synthesis of Onion Like   MoN Catalyst for Selective Hydrogenation,,,2017,
Effect of exercise type on smoking cessation  A meta analysis of randomized controlled trials,,,2017,
"China, Japan, and the greater mekong basin  A southeast Asian perspective",,,2017,
Comparative assessment of prototype digester configuration for biogas recovery from anaerobic co digestion of food waste and rain tree leaf as feedstock,,,2016,
Hyperacute simultaneous cardiocerebral infarction  Rescuing the brain or the heart first ,,,2017,
Measuring difficulty levels of JavaScript questions in Question Answer Community based on concept hierarchy,,,2017,
Speech emotion recognition using derived features from speech segment and kernel principal component analysis,,,2017,
Queuing Aware Routing Algorithm in Software Defined Networks,,,2017,
Northern Thai Dialect Text to Speech,,,2017,
Enhancing trustworthy of document using a combination of image hash and cryptographic hash,,,2017,
Enemy evaluation AI for 2D action platform game,,,2017,
Robust video editing detection using Scalable Color and Color Layout Descriptors,,,2017,
Palladium Nanoparticles Immobilized on Individual Calcium Carbonate Plates Derived from Mussel Shell Waste  An Ecofriendly Catalyst for the Copper Free Sonogashira Coupling Reaction,,,2017,
Dielectric and thermal behaviors of fluorine containing dianhydride modified polybenzoxazine  A molecular design flexibility,,,2017,
Cyclodextrin poloxamer aggregates as nanocarriers in eye drop formulations  dexamethasone and amphotericin B,,,2016,
Rise of the red capitalists  PRC influence and the new challenge of the royalist Chinese business alliance in Thailand,,,2017,
Interval pricing scheme of demand response to maximize benefits of utility and participants under a vertically integrated electric industry of Thailand,,,2017,
Electronic cleansing in computed tomography colonography using AT layer identification with integration of gradient directional second derivative and material fraction model,,,2017,
Exploring cultural context and school leadership  conceptualizing an indigenous model of c  uy school leadership in Vietnam,,,2017,
Screen viewing time and externalising problems in pre school children in Northern Thailand,,,2017,
Thioacetalization of aldehydes and ketones catalyzed by hexabromoacetone,,,2017,
The activation of B cells enhances DC SIGN expression and promotes susceptibility of B cells to HPAI H5N1 infection,,,2017,
"A study of long term stability and antimicrobial activity of chlorhexidine, polyhexamethylene biguanide, and silver nanoparticle incorporated in sericin based wound dressing",,,2017,
Soil nutrients in heterogeneities land use in haui luang headwater area of the mekong river,,,2017,
Optimizing RNA Extraction of Renal Papilla Biopsy Tissue in Kidney Stone Formers  A New Methodology for Genomic Study,,,2017,
3 D trajectory model for MDT using micro spheres implanted within large blood vessels,,,2016,
Development of quality management system under ISO 9001 2015 and Joint Inspection Group (JIG) for aviation fuelling service,,,2017,
Bringing the mucosa to heal with vedolizumab in patients with inflammatory bowel disease,,,2017,
Principal component analysis of two particle azimuthal correlations in PbPb and pPb collisions at CMS,,,2017,
Adaptive neighbor synthetic minority oversampling technique under 1NN outcast handling,,,2017,
Boundary expansion algorithm of a decision tree induction for an imbalanced dataset,,,2017,
Characterization of profenofos degradation by Pseudomonas plecoglossicida strain PF1 using surface response methodology,,,2017,
Using realistic mathematics education and the DAPIC problem solving process to enhance secondary school students' mathematical literacy,,,2017,
Hybrid heroes  Cultural hybridization in Thai action adventure films from 1997 to 2010,,,2017,
The impact of zika virus infection on human neuroblastoma (Sh SY5Y) cell line,,,2017,
Inflammation related genes are upregulated in surgical margins of advanced stage oral squamous cell carcinoma,,,2017,
The new focus on epicanthoplasty for Asian eyelids,,,2016,
Effects of cold alcohol compression on pain of preschoolers receiving intravenous fluid infusion,,,2017,
Assessing Second Language Writing  The 16th Symposium on Second Language Writing,,,2017,
Broadening the reach of simplified limits on resonances at the LHC,,,2017,
Endoscopic and histological mucosal healing in ulcerative colitis in the first year of diagnosis  Results from a population based inception cohort from Six Countries in Asia,,,2017,
Observation of self assisted GaAs nanowire growth by molecular beam epitaxy on GaAs (1 1 1)B without SiO2 layer,,,2017,
"Erratum to  Search for dark matter and unparticles in events with a Z boson and missing transverse momentum in proton proton collisions at  s = 13 TeV (Journal of High Energy Physics, (2017), 2017, 3, (61), 10 1007 JHEP03(2017)061)",,,2017,
Developing common competencies for southeast asian general dental practitioners,,,2017,
The Flynn effect for verbal and visuospatial short term and working memory  A cross temporal meta analysis,,,2017,
Management of atherosclerosis risk factors for patients at high cardiovascular risk in real world practice  a multicentre study,,,2017,
Search for heavy resonances that decay into a vector boson and a Higgs boson in hadronic final states at  s=13TeV,,,2017,
Reproductive seasonality and sperm cryopreservation in the male tufted deer (Elaphodus cephalophus),,,2016,
Attitudes toward pessary use among Thai women with pelvic organ prolapse,,,2017,
Search for new phenomena with multiple charged leptons in proton proton collisions at  s=13TeV,,,2017,
Search for a heavy resonance decaying to a top quark and a vector like top quark at  s=13 TeV,,,2017,
SUCCESSFUL LAPAROSCOPIC OVIDUCTAL ARTIFICIAL INSEMINATION in the CLOUDED LEOPARD (NEOFELIS NEBULOSA) in THAILAND,,,2017,
Development of epidemiology data map visualization system,,,2017,
Maximally rotating waves in AdS and on spheres,,,2017,
"Geographic variations in the size and behavior of common earthworms Metaphire peguana (Rosa, 1890) in Penang and neighboring states, Malaysia",,,2017,
Elevated admission N terminal pro brain natriuretic peptide level predicts the development of atrial fibrillation in general surgical intensive care unit patients,,,2017,
Measurement of the t t   production cross section using events with one lepton and at least one jet in pp collisions at  s=13 TeV,,,2017,
"Paenibacillus aurantiacus sp  nov , isolated from ant nest soil",,,2017,
Obstructive sleep apnea and the risk of preterm delivery,,,2016,
Molecular gas properties of a lensed star forming galaxy at z 3 6  A case study,,,2017,
Reduced COPD Exacerbation Risk Correlates With Improved FEV1  A Meta Regression Analysis,,,2017,
Rapid Eye Movement Sleep Behavior Disorder  A Review of the Literature and Update on Current Concepts,,,2017,
"Search for physics beyond the standard model in events with two leptons of same sign, missing transverse momentum, and jets in proton proton collisions at  s=13TeV",,,2017,
Validity of Forced Eyelid Closure Test  A Novel Clinical Screening Test for Ocular Myasthenia Gravis,,,2017,
A novel design and implementation of a 4 DOF upper limb exoskeleton for stroke rehabilitation with active assistive control strategy,,,2017,
"Enteroendocrine, Musashi 1 and neurogenin 3 cells in the large intestine of Thai and Norwegian patients with irritable bowel syndrome",,,2017,
Ginseng extract G115 attenuates ethanol induced depression in mice by increasing brain BDNF levels,,,2017,
Amelogenesis imperfecta  Case study,,,2017,
Battery charge affects the stability of light intensity from light emitting diode light curing units,,,2017,
"Determination of toxic carbonyl species including acetone, formaldehyde, and phosgene by polyaniline emeraldine gas sensor using DFT calculation",,,2016,
Dehydration of D xylose to furfural using acid functionalized MWCNTs catalysts,,,2017,
A study on the gustafson kessel clustering algorithm in power system fault identification,,,2017,
A key enzyme of the NAD  salvage pathway in Thermus thermophilus  Characterization of nicotinamidase and the impact of its gene deletion at high temperatures,,,2017,
Impact of early versus deferred antiretroviral therapy on estimated glomerular filtration rate in HIV positive individuals in the START trial,,,2017,
A novel GJA1 mutation in oculodentodigital dysplasia with extensive loss of enamel,,,2017,
The Vitality of Swivel Domain Motion in Performance of Enzyme I of Phosphotransferase System  A Comprehensive Molecular Dynamic Study,,,2017,
Noonan syndrome in diverse populations,,,2017,
Factors associated with glycemic control in children and adolescents with type 1 diabetes mellitus at a tertiary care center in Thailand  A retrospective observational study,,,2017,
Anterior Tragal Crease Is Associated with Atherosclerosis  A Study Evaluating Carotid Artery Intima Media Thickness,,,2017,
A single WAP domain containing protein from Litopenaeus vannamei possesses antiproteinase activity against subtilisin and antimicrobial activity against AHPND inducing Vibrio parahaemolyticus,,,2017,
Clinical outcomes in cystic fibrosis patients with Trichosporon respiratory infection,,,2016,
2016 updated Thai Rheumatism Association Recommendations for the use of biologic and targeted synthetic disease modifying anti rheumatic drugs in patients with rheumatoid arthritis,,,2017,
Systematic review of hardware related complications of Deep Brain Stimulation  Do new indications pose an increased risk ,,,2017,
Bacterial Cellulose Supported Alumina Catalyst for Ethanol Dehydration,,,2017,
Correlation between particle size of Bi2O3 nanoparticles and their photocatalytic activity for degradation and mineralization of atrazine,,,2017,
"Epidemiology, Natural History, and Risk Stratification of Crohn's Disease",,,2017,
Phenytoin induced dysglycemia in a child,,,2017,
Infectious spleen and kidney necrosis disease (ISKND) outbreaks in farmed barramundi (Lates calcarifer) in Vietnam,,,2017,
Simultaneous H2 production and pollutant removal from biodiesel wastewater by photocatalytic oxidation with different crystal structure TiO2 photocatalysts,,,2017,
"Measurement of charged pion, kaon, and proton production in proton proton collisions at  s = 13 TeV",,,2017,
Piperidine conjugated polyfunctional star shaped PLLA as a novel bio based antioxidant additive for bioplastics,,,2017,
A novel design and implementation of a 4 DOF upper limb exoskeleton for stroke rehabilitation with active assistive control strategy,,,2017,
"Antioxidant, anti collagenase and anti elastase activities of Phyllanthus emblica, Manilkara zapota and silymarin  an in vitro comparative study for anti aging applications",,,2016,
The novel mef(C) mph(G) macrolide resistance genes are conveyed in the environment on various vectors,,,2017,
Synthesis and characterization of bacterial cellulose and gelatin based hydrogel composites for drug delivery systems,,,2017,
Effect of the operating parameters on the CO2 capture capacity of potassium carbonate supported on gamma alumina (K2CO3   Al2O3) using conventional heat regeneration,,,2017,
"Immediate Initiation of Antiretroviral Therapy for HIV Infection Accelerates Bone Loss Relative to Deferring Therapy  Findings from the START Bone Mineral Density Substudy, a Randomized Trial",,,2017,
"Lanostane triterpenoids, spiro astraodoric acid, and astraodoric acids E and F, from the edible mushroom Astraeus odoratus",,,2017,
Different allometric intercepts in major Aegus chelifer chelifer stag beetle males from urban and forest habitats,,,2017,
Attrition and Mortality of Children Receiving Antiretroviral Treatment through the Universal Coverage Health Program in Thailand,,,2017,
Ultrapure versus standard dialysate  A cost benefit analysis,,,2017,
Evaluation of cytotoxicity of hematite nanoparticles in bacteria and human cell lines,,,2017,
Esophagogastric region and liver tissue in dog faced water snake Cerberus rynchops  Histology and histochemistry,,,2017,
"Acetobacter suratthanensis sp  nov , an acetic acid bacterium isolated in Thailand",,,2016,
Purinergic 2X7 receptor activation regulates WNT signaling in human mandibular derived osteoblasts,,,2017,
The effectiveness of myringotomy and ventilation tube insertion versus observation in post radiation otitis media with effusion,,,2017,
Life cycle assessment of superheated steam drying technology as a novel cow manure management method,,,2017,
A comparative study of physico chemical properties and antioxidant activity of freeze dried mung bean (Vigna radiata) and adzuki bean (Vigna angularis) sprout hydrolysate powders,,,2017,
"Template free, simple fabrication of C N doped Bi2O3 nanospheres with appreciable photocatalytic activity under visible light",,,2017,
"Characterization and antimicrobial evaluation of SpPR AMP1, a proline rich antimicrobial peptide from the mud crab Scylla paramamosain",,,2017,
Brain antioxidant effect of mirtazapine and reversal of sedation by its combination with alpha lipoic acid in a model of depression induced by corticosterone,,,2017,
Depleted nitric oxide and prostaglandin E2 levels are correlated with endothelial dysfunction in   thalassemia HbE patients,,,2017,
"Association between oestrogen receptor   immunoexpression and cause of culling, ovarian appearance and the existence of PRRS virus in the porcine ovary",,,2017,
Predictive model for viscosity development of modified rice starch suspension under unsteady temperature change,,,2017,
Hypoxia enhances the effect of lipopolysaccharide stimulated IL 1  expression in human periodontal ligament cells,,,2016,
Precipitated nano zinc hydroxide on the silica surface as an alternative cure activator in the vulcanization of natural rubber,,,2017,
Cascade post polymerization modification of single pentafluorophenyl ester bearing homopolymer as a facile route to redox responsive nanogels,,,2017,
Bacterial communities on facial skin of teenage and elderly Thai females,,,2017,
In vitro assembly of Penaeus monodon densovirus (PmDNV) like particles produced in a prokaryote expression system,,,2017,
Tissue inhibitors of metalloproteinase expressing cells in human anterior pituitary and pituitary adenoma,,,2017,
Incidental Findings on Pediatric Abdominal Magnetic Resonance Angiography,,,2017,
Clinical marginal fit of zirconia crowns and patients  preferences for impression techniques using intraoral digital scanner versus polyvinyl siloxane material,,,2017,
Evaluation of root maturation after revitalization in immature permanent teeth with nonvital pulps by cone beam computed tomography and conventional radiographs,,,2017,
"Parametrial involvement in women with low risk, early stage cervical cancer",,,2017,
Evidence based recommendations for the diagnosis and management of rheumatoid arthritis for non rheumatologists  Integrating systematic literature research and expert opinion of the Thai Rheumatism Association,,,2017,
Protein protein interactions between SWCNT chitosan EGF and EGF receptor  a model of drug delivery system,,,2016,
Polymer Electrolyte Composite Membrane Based on Molecular Sieve 13X Mixed with Sulfonated Poly(ether ketone ether sulfone) Poly(phenylene ether ether sulfone) Blended Membrane for Use in Direct Methanol Fuel Cell,,,2017,
Gene polymorphisms of autophagy machinery and the risk of hepatitis B virus related hepatocellular carcinoma in a Thai population,,,2017,
Oral health related quality of life and esthetic outcome in single anterior maxillary implants,,,2017,
Can standard anterior Smith Robinson supramanubrial approach be utilized for approach down to T2 or T3 ,,,2017,
Hands On Surgical Training Workshop  an Active Role Playing Patient Education for Adolescents,,,2017,
Mathematical modeling for temperature and concentration study inside a thermal drying oven,,,2017,
